Word//word combination	Sentiment scores
самотній	-1.2
самотність	-1.4
самоцвіт	2.0
самоізолюватися	-1.0
самоізоляція	-1.25
самоїзольовуватися	1.0
сарана	-1.2
сардонічний	-2.0
сардонічно	-2.0
сарказм	-1.5
саркастичний	-1.0
саркастично	-2.0
сатана	-1.5
сатанинський	-2.0
сатирити	-2.0
сатиричний	-1.0
сваволити	-2.0
сваволя	-2.0
свавілля	-1.8
свавільний	-2.0
сварити	-2.0
сваритися	-1.5333333333333332
сварка	-1.25
сварки	-2.0
сварливіший	-2.0
свастика	-1.5
свекруха	-2.0
свербіж	-2.0
свердловина	-2.0
свердловини	-2.0
свинота	-1.6
свинство	-2.0
свинський	-1.6
свобода	1.75
свободи	2.0
сволоч	-2.0
сволочі	-2.0
своєрідно	-2.0
своєчасний	1.5333333333333332
своєчасно	2.0
святенництво	-1.5
святилище	1.0
святиня	1.5
святковий	1.5433333333333332
святкували	2.0
святкування	1.3
святкувати	1.4
свято	1.6266666666666667
святість	1.0
священний	1.0
свідомий	1.38
свідомо	1.0
свідомість	1.13
свідчення	1.0
свіженький	1.5333333333333332
свіжий	1.375
свіжо	1.0
свіжість	1.6
свіжіше	2.0
свій	1.0
світ	1.38
світання	1.2
світанок	1.3
світило	1.4
світиться	2.0
світлий	1.7933333333333332
світло	1.25
світлодіодний	2.0
світовий	1.25
світогляд	1.2
світосприйняття	1.0
світський	1.1
світяться	2.0
сезонний	1.0
сейф	2.0
сексапільний	2.0
сексуальна	2.0
сексуальний	1.5
сексуально	1.2
сексуальність	1.5
сектант	-1.0
селебріті	1.0
селюк	-2.0
сенс	1.25
сенсаційний	1.2666666666666666
сенсація	1.0
сентиментальний	-1.2
сепар	-1.8
сепаратизм	-1.8
сепаратист	-1.8
сервітут	-2.0
сердечний	1.0
сердитися	-2.0
сердито	-2.0
середземномор’я	1.0
серпанок	-2.0
сертифікат	1.25
сертифікація	1.0
серфінг	1.0
серце	1.25
серцебиття	1.2
серцево-судинний	-0.9333333333333332
серіал	1.0
серіальний	-1.5
сестра	1.38
сестричка	1.4
сигарета	-1.13
сигналізація	-2.0
сидячий	-2.0
сила	1.25
сила-силенна	1.0
силач	1.4
силовий	1.0
сильний	1.38
сильно	1.13
сильно постраждалий	-2.0
сильніше	2.0
сильніший	1.4
символізувати	1.2
симетричність	1.0
симон петлюра	1.2
симоненко	1.0
симпатизувати	1.4666666666666668
симпатичний	1.5
симпатично	1.2
симпатія	1.2
симптом	-1.69
симптоми	-2.0
симфонія	1.2
синдрому	-2.0
синок	1.6
синочок	1.6
синхронний	1.5
синця	-2.0
сирий	-1.4
сирний	-2.0
сироватка	1.0
сирота	-1.8
сирітство	-1.5
сирія	-1.0
систематизувати	1.2
систематизуватися	1.0
систематично	1.0
сифіліс	-1.5
скажений	-1.4
скаженіти	-1.5
сказ	-1.9333333333333333
скалити	-2.0
скалічити	-2.0
скам'янілий	-0.9
скам'яніти	-2.0
скандал	-1.315
скандальний	-1.4
скандально	-2.0
скандалізований	-2.0
скандалізувати	-2.0
скандель	-2.0
скарати	-2.0
скарб	1.6
скарга	-1.4
скаржився	-2.0
скаржитися	-1.2
скасований	-2.0
скасовано	-2.0
скасовувати	-1.2
скасувати	-1.625
скачувати	-1.5
скелети	-2.0
скелястий	-2.0
скептик	-1.0
скептицизм	-2.0
скептичний	-1.5
скептично	-1.1
скидання	-1.0
скидатися	-1.5
скинули	-2.0
складно	-1.0
складнощі	-1.6
складні	-2.0
складність	-1.5
складніший	-1.2
скнара	-1.5
сконструювати	1.3333333333333333
сконцентруватися	1.0
скорботно	-2.0
скороспішний	-1.5
скоротити	-1.2
скорочувати	-1.2666666666666666
скорочуватися	-1.5
скотина	-2.0
скотитися	-1.5
скошувати	-1.0
скоюватися	-2.0
скоєний	-2.0
скоїти	-2.0
скремблювання	-2.0
скривитись	-2.0
скринька	1.0
скрип	-2.0
скрипучий	-2.0
скрипучі	-2.0
скрипіти	-2.0
скритний	-1.4
скромний	1.4000000000000001
скромність	2.0
скрупульозний	0.9333333333333332
скрутне становище	-2.0
скрутний	-1.4666666666666668
скрутно	-1.4
скудний	-1.5
скулити	-2.0
скупість	-2.0
скурчитися	-2.0
скуштувати	1.2
скінхед	-1.5
скінчитися	-1.4
слабенький	-1.5
слабке місце	-2.0
слабкий	-1.065
слабкі сторони	-2.0
слабкість	-1.315
слабнути	-1.8
слабодухий	-2.0
слаборозвинений	-1.5
слабуватий	-1.5
слабшати	-1.4666666666666668
слабшають	-2.0
слабший	-1.7
слава	1.1
славетний	1.2
славитись	1.5
славитися	1.2
славненько	1.5
славний	1.5
славно	2.0
славнозвісний	1.0
слиз	-2.0
слизень	-2.0
слово	1.625
служниця	-2.0
слух	1.2
слухати	1.3766666666666667
слухово	-2.0
слушний	1.5
сльоза	-1.25
сльозливий	-1.5
слідство	-1.0
сліпий	-1.9
сліпо	-1.2
сліпуче	-2.0
сліпучий	1.5
смажене	-2.0
смайл	1.0
смак	1.5
смакота	1.6
смарт	1.0
смачненький	1.6
смачний	1.5433333333333332
смачно	1.8
смердить	-2.0
смердючий	-1.9
смердіти	-1.9
смертельний	-2.0
смертельно	-1.6
смертний	-1.7333333333333334
смертник	-2.0
смертниця	-2.0
смертність	-1.5833333333333333
смертоносний	-1.8666666666666665
смерть	-1.44
смикнувши	-2.0
смирення	2.0
смиренність	2.0
смисл	1.4
смоктала	-2.0
смоктати	-2.0
сморід	-1.94
смугастий	-2.0
смуглявий	-2.0
смутний	-1.5
смуток	-1.4
сміливий	1.6
сміливо	1.0
сміливість	1.5999999999999999
смітити	-2.0
смітник	-1.0
смітники	-2.0
сміття	-1.19
сміттєзвалище	-1.6
сміх	1.38
сміхотворний	-1.5
смішний	1.4166666666666667
смішно	1.2
смішок	-2.0
сміятися	1.25
снайпер	-1.5
снайперський	-1.5
снаряд	-1.5
сноб	-1.7
сноби	-2.0
снобізм	-2.0
сновигати	-2.0
снодійне	-1.0
снігурочка	1.0
сніданок	1.0
сніжний	1.0
собака	1.13
собацюга	-1.2
совковий	-1.5
совість	1.6
содом	-2.0
содомія	-1.5
сокира	-1.5
сокирний	-1.5
соковитий	1.5
солоденький	1.8
солодкий	1.3766666666666667
солодко	2.0
солодкість	2.0
солодощі	1.0
солідарність	1.6
солідний	1.2666666666666666
сон	1.5
сонечко	1.5333333333333332
сонливість	-1.6
сонце	1.75
сонячний	1.065
сопрано	1.5
соратник	1.0
сором	-1.8
соромитися	-1.2
соромливий	-2.0
соромливо	-2.0
соромно	-1.8
сором’язливість	-2.0
сортирний	-1.5
сортувати	1.0
соціальний	1.25
соціально-незахищений	-1.2
союзник	1.2
союзницький	1.5
сп'яну	-2.0
сп'яніння	-2.0
спадати	-1.5
спади	-2.0
спаду	-2.0
спадщина	1.3766666666666667
спалах	-1.25
спалахливий	-1.5
спалахувати	-1.5
спалений	-1.7
спалення	-1.6
спалити	-1.8
спалювання	-1.6
спалювати	-1.71
спам	-1.2
спантеличений	-1.5
спантеличення	-2.0
спантеличувати	-2.0
спантеличуючи	-2.0
спантеличує	2.0
спаплюжений	-1.8
спасибі	2.0
спасіння	1.6
спати	1.25
спека	-1.2
спекулянт	-1.5
спекуляція	-1.5
спересердя	-2.0
сперечатися	-1.4
спецслужба	1.0
спиватися	-2.0
спиздити	-2.0
спинити	-1.0666666666666667
спинстер	-2.0
списати	-1.7333333333333334
списувати	-2.0
спланувати	1.0
сповідь	1.0
сповільнювати	-1.0
сповільняти	-1.2
сповільнятися	-1.0
сповістити	1.0
сповіщати	1.0
спогад	1.13
споглядання	1.5
сподобався	2.0
сподобатися	1.46
споживацький	-2.0
спокусити	-2.0
спокусливий	1.0666666666666667
спокусливо	2.0
спокій	1.19
спокійний	1.2933333333333332
спокійно	1.25
спонсор	1.2
спорадичний	-2.0
спорт	1.38
спортзал	1.2
спортивний	1.19
спортмайданчик	1.2
спортсмен	1.0
споруджати	1.2
спорудження	1.0
спорудити	1.0
споріднений	2.0
спорідненість	1.4
спотворене	-2.0
спотворений	-1.8
спотворення	-1.4
спотворити	-2.0
спотворювати	-2.0
спотворює	-2.0
спотикатися	-2.0
спотикається	-2.0
справдитися	1.0
справді	1.2
справедливий	1.1
справедливість	1.75
справжній	1.125
справитися	1.0
справлятися	1.3766666666666667
справний	1.5
справно	1.4000000000000001
спрага	-2.0
спрацьовувати	1.0
спрацювати	1.4
спритно	1.0
спритність	1.6
сприяння	1.5333333333333332
сприяти	1.4166666666666667
сприятливий	2.0
сприятливо	1.2
спроба	1.0
спробувати	1.3766666666666667
спровокувати	-1.5
спрогнозувати	1.0
спроектований	1.5
спромогтися	1.2
спроможність	1.4
спростити	1.5
спростовано	-2.0
спростовуючи	-2.0
спростовує	-2.0
спростувати	-0.9
спрощений	1.0
спрощення	1.6
спрощено	-2.0
спрощувати	1.1
спрощує	2.0
спрямовувати	1.0
спрямування	1.2
спуститися	-1.2
спустошення	-1.9
спустошено	-2.0
спустошеність	-1.8
спустошити	-1.8
спустошувати	-1.8
спів	1.0
співак	1.2
співвітчизник	1.4
співдружність	1.5
співкамерник	-1.5
співочий	1.0
співпереживати	1.5
співпраця	1.38
співробітник	1.0
співрозмовник	1.2
співучасник	-2.0
співчувати	1.0
співчутливий	2.0
співчуття	1.19
спізнення	-1.4
спізнюватися	-2.0
спілкування	1.38
спільний	1.25
спільниця	-2.0
спільно	1.25
спільність	2.0
спір	-1.8
спірне	-2.0
спіткнувся	-2.0
спітнілий	-2.0
спітніти	-2.0
срака	-2.0
сріблястий	1.0666666666666667
срібний	1.2
ссати	-2.0
стабільний	1.5
стабільно	1.4
стабільність	1.125
стабілізація	1.4666666666666668
стабілізувати	1.6
стабілізуватися	1.0
ставний	2.0
стагнація	-1.2
стаж	1.2
сталий	1.2
сталінізм	-2.0
стандартизований	1.0
старанний	1.0
старанно	2.0
старання	1.4
старанність	1.0
старатися	1.4
старечий	-1.0
старовинний	1.1333333333333333
старожил	1.6
староста	1.2
стартап	1.0666666666666667
старіння	-1.6
старість	-1.0
старіти	-1.6
старішати	-1.4
статичний	-2.0
статок	1.2
статуя	1.2
стафілокок	-2.0
ствердження	1.4
стверджувальний	2.0
створений	1.0
створення	1.38
створити	1.63
створювати	1.25
стерво	-2.0
стервозність	-1.6
стереотип	-1.5
стереотипно	-1.4
стереотипність	-1.4
стерти	-1.3
стиглий	1.0
стиль	1.25
стильний	1.625
стильно	1.7
стилізовані	2.0
стимул	1.8
стимулювати	1.5
стимулює	2.0
стирати	-1.2
стислий	1.1
стогнати	-1.0
стокгольм	1.38
стоки	-2.0
столиця	1.63
стомлений	-1.6
стомлення	-1.6
стопудовий	1.5
сторонні	-2.0
сторонній	-1.0
сторонній шлях	-2.0
стосунок	1.25
страва	1.13
страждав	-2.0
страждання	-1.3
страждати	-1.94
страждаючий	-2.0
страйк	-1.1
страта	-2.0
стратегія	1.4166666666666667
стратити	-1.5999999999999999
страх	-1.63
страхи	-2.0
страховка	1.4
страхування	1.4
страшенно	-1.6
страшилка	-2.0
страшненький	-1.5
страшний	-1.815
страшно	-1.63
страшніше	-2.0
стрес	-1.875
стреси	-2.0
стресовий	-1.0
стресово	-2.0
стресостійкість	1.8
стрибучий	-2.0
стривожений	-2.0
стриманий	1.0
стриманіший	1.4
стримати	1.0
стримування	-1.1333333333333333
стримувати	-0.935
стримуючий	-2.0
стримуючий фактор	-2.0
строго	-2.0
строката	-2.0
структуризація	1.0
структурувати	1.0
стрункий	1.2
струс	-1.5333333333333332
струсити	-2.0
стрілець	-1.0
стрільба	-1.8
стріляти	-1.5999999999999999
студент	1.38
стукати	-1.2
стукнути	-2.0
ступор	-2.0
стурбований	-1.2
стурбовано	-2.0
стурбованість	-1.5
стурбувати	-1.5
стійкий	1.1
стійко	1.0
стійкість	1.565
стійло	-2.0
стік	-2.0
стічний	-1.4666666666666668
суавий	2.0
субсидований	2.0
субсидування	2.0
субсидувати	2.0
субсидує	2.0
суверенітет	1.6
суворий	-1.25
судді	-2.0
суджений	-1.5
судилище	-1.0
судитися	-1.5
судиться	-2.0
судний день	-2.0
судноплавний	2.0
судовий процес	-2.0
судомити	-2.0
судомний	-1.5
сукня	1.13
султан	1.5
сум	-1.4
сум'яття	-1.4
сумбурний	-1.5
сумки з брудом	-2.0
сумлінна	2.0
сумлінний	2.0
сумлінно	1.2
сумний	-1.7
сумно	-1.7
сумнозвісний	-2.0
сумнів	-1.5
сумніватися	-1.13
сумнівний	-1.0
сумувати	-1.125
сумуючи	-2.0
сумісний	2.0
сумісні	2.0
супер	0.9
суперечать	-2.0
суперечити	-1.5
суперечка	-1.2
суперечність	-1.4
суперкомп'ютер	1.0
суперництво	-1.0
суперсучасний	1.5
супротивитися	-1.5
супротивник	-2.0
супутні	-2.0
суржик	-1.2
сусідство	1.4
сутенер	-2.0
сутичка	-1.2
сутички	-2.0
сухо	-1.0
сухостій	-1.6
сучасний	1.815
сучасність	1.8
сучий	-2.0
сучок	-2.0
суєта	-2.0
суєтний	-2.0
суїцид	-2.0
суїцидальний	-2.0
сфабрикований	-1.6666666666666667
сфальсифікувати	-2.0
сфоткати	1.0
схаменутися	-2.0
схвалений	1.6
схвалення	1.1
схвалити	1.4
схвальний	1.3333333333333333
схвалювати	1.2666666666666666
схвильований	2.0
схвильовано	2.0
схвильованість	2.0
схематично	-2.0
схибити	-1.2
схибнути	-1.6
схил	-1.0
схлипувати	-2.0
схуднути	1.0
сценічний	1.5
сша	1.0
сьогодні	1.0
сюрприз	1.0
сюрреалістичний	-1.0
сяйво	1.4
сяяти	1.4
сізо	-2.0
сільгоспкультура	1.2
сім'я	1.75
сімейний	1.38
сінокос	-2.0
сіпатися	-1.2
сірий	-1.19
сірка	-2.0
сірість	-1.5
сіяти	1.0
тyпий	-1.2
табак	-1.2
таблетка	-1.29
табу	-1.5
тавруючи	-2.0
таж	-2.0
так	1.0
так-кал	-2.0
тактика	1.0
тактовний	1.3
талан	1.6
таланити	1.8
талановитий	1.9166666666666667
талант	1.315
таланти	2.0
талісман	1.4000000000000001
танго	1.2666666666666666
танець	1.13
танк	-1.6
танки	-2.0
танок	1.0
танцювати	1.25
танцюючий	1.5
танцівниця	1.4
тарантул	-1.4
тарган	-1.63
тато	1.5
таємничий	1.3
таїти	-1.2
тварюка	-1.8666666666666665
тверда	-2.0
твердий	-0.9566666666666667
твердолині	-2.0
твердість	2.0
твердіший	2.0
тверезомислячий	1.5
творець	1.38
творити	1.0
творчий	1.75
творчиня	1.2
творчість	1.5
творіння	1.0
театр	1.5
телепень	-1.8
телефон	1.13
тельбух	-2.0
темний	-1.44
темниця	-2.0
темнота	-1.2
темніше	-2.0
темніють	-2.0
темрява	-1.7
тендер	1.4
тенета	-1.2
тепленький	1.4
теплий	1.0
тепло	1.4
теплосердечний	2.0
теплота	1.6
тепліше	1.7
теракт	-2.0
терапевт	1.0
терапевтичний	1.2666666666666666
терапія	-0.9166666666666666
теревені	-1.0
терзати	-2.0
термоядерний	-1.2
терміново	-1.5
тернопільський	1.0
тернопільщина	1.0
терор	-2.0
тероризм	-2.0
тероризувати	-1.5
терорист	-1.96
терористичний	-2.0
терористка	-2.0
терпимий	1.2
терпимість	1.6
терпкий	-1.2
терпляче	1.5
терплячий	1.5
терпіння	1.25
терпіти	-1.5999999999999999
тетерев	-2.0
тетичний	-2.0
тетчер	1.2
тетілічно	-2.0
технологізований	1.6
технологія	1.13
тинятися	-1.0
тиран	-2.0
тиранічний	-2.0
тиранічно	-2.0
тиранія	-1.9
тиск	-1.3333333333333333
тиснути	-1.3333333333333333
тисячолітній	1.5
титановий	1.2
титанічна	1.5
титанічний	1.0
титилат	2.0
титилювання	2.0
титливо	2.0
титулований	1.2666666666666666
тиф	-2.0
тифозний	-1.8
тихо	1.375
тихіше	2.0
тицяти	-1.4
тиша	1.38
тля	-1.0
тлінний	-1.4666666666666668
тліти	-1.4
товариство	1.2933333333333332
товариський	1.5
товариш	1.25
товарний	1.2
товктися	-2.0
товстун	-1.2
товстуха	-1.2
товщі	-2.0
токсизм	-1.6
токсика	-1.6
токсин	-1.4
токсичний	-1.44
токсичність	-2.0
толерантний	1.8
толерантність	1.8
толерастія	-1.2
толкін	1.0
толстовка	-2.0
тонути	-1.8
тонше	2.0
тонший	2.0
топити	-1.9333333333333333
топитися	-2.0
топовий	1.0
топтати	-1.4
торгуватися	-1.3
торт	1.3766666666666667
тортура	-2.0
тортури	-2.0
тоскний	-1.5
тост	1.2
тотальний	-1.25
тоталітарний	-1.2
точитися	-1.2
точний	1.0
точно	1.0
точність	1.5
травесті	-2.0
травити	-1.8
травма	-1.19
травматизація	-1.2
травматичний	-1.4
травматично	-1.6
травмований	-2.0
травмпункт	-1.2
травмування	-1.8
травмувати	-1.2
трагедія	-1.9
трагічний	-1.875
трагічно	-1.6
традиція	1.25
трамп	-1.2
трансгресія	-2.0
трансжири	-1.6
трансплантат	-2.0
транспорт	1.0
транссексуал	-2.0
трапеція	-2.0
трата	-1.6
траур	-2.0
траурний	-1.5999999999999999
трахати	-2.0
трахатись	-2.0
трахнути	-2.0
тремор	-1.6
тремтіти	-1.8
тренажерний	1.2
тренуватися	1.6
трепетний	2.0
трепло	-2.0
третьосортний	-2.0
треш	-2.0
трибунал	-1.4
тривога	-1.5
тривоги	-2.0
тривожити	-2.0
тривожний	-1.2
тривожно	-1.2
тривожність	-1.8
тривіальний	-1.6
тривіально	2.0
тригер	-1.2
тризуб	1.4
тризубець	1.4
тромб	-1.8
тропічний	1.0
трофей	1.4
троцькіст	-1.5
троянда	1.4000000000000001
труба	1.2
труд	1.2
трудитися	-2.0
труднощі	-1.5
трудомісткий	-1.6
трудівник	1.5
труна	-1.8
труп	-2.0
трупний	-1.9333333333333333
труситися	-1.6
трухлявий	-1.5
труїти	-2.0
трц	1.0
трюки	-2.0
трюковість	-2.0
трясовина	-1.0
трястися	-1.5
трійка	-1.0
трійця	1.4
тріпотіння	2.0
тріскатися	-1.0
тріумф	1.3
тріумфальний	1.2
тріумфально	2.0
тріщати	-2.0
тріщина	-1.6
туберкульоз	-1.6666666666666667
туга	-1.25
тугий	-1.5
тужити	-1.8
тужитися	-1.0
тужливий	-2.0
тужно	-2.0
туман	-1.315
тумани	-2.0
туманно	-2.0
тупився	-2.0
тупий	-1.38
тупик	-1.2
тупиковий	-1.5
тупити	-2.0
тупо	-2.0
тупотіння	-2.0
тупуватий	-1.5
тупість	-1.6
турбота	1.75
турботи	-2.0
турботливий	1.9
турботливість	-2.0
турбуватися	-1.1
турбулентність	-1.4
турбує	-2.0
туризм	1.0
турок	-1.2
туфельки	-2.0
туфта	-1.6
тухлий	-2.0
тухляк	-1.6
туша	-1.7333333333333334
тушка	-1.5
тхнути	-1.5
тьмяний	-1.315
тьфу	-2.0
тюремний	-1.5333333333333332
тюрма	-1.94
тютюн	-1.2
тюхтій	-2.0
тяганина	-1.5
тягар	-1.8
тяги	2.0
тягне	-2.0
тяжба	-1.5
тяжкий	-1.25
тяжко	-1.625
тяжкопоранений	-1.8
тяжкохворий	-1.5
тяжкість	-1.5
тяжіння	1.125
тямити	1.2
тямущий	1.6
тікати	-1.69
тікаючи	-2.0
тікає	-2.0
тінистий	-2.0
тіньовий	-1.0
тіп-топ	1.4
тісний	-1.38
тісно	-2.0
тіснота	-2.0
тіснява	-2.0
тішити	1.0
тішитися	1.5
убезпечити	1.3766666666666667
уберегти	1.4
уберігати	1.0
убивати	-1.8
убиватися	-1.2
убивство	-2.0
убивця	-2.0
убити	-2.0
убитий	-2.0
убитися	-1.8
ублюдок	-1.9333333333333333
ублюдочний	-2.0
убогий	-1.4
убогість	-2.0
убозтво	-1.8
уболівати	1.0
убрання	1.5
убійний	-1.3333333333333333
ув'язнений	-1.8
ув'язнення	-1.8
уваги	2.0
уважний	1.46
уважно	1.4
увертюра	2.0
увіковічити	1.2
увінчати	1.2
увічнення	1.1333333333333333
угасати	-1.0
угнобити	-1.2
угноїти	-1.2
угнітити	-1.2
удаваний	-1.2
удавлений	-1.2
удалий	1.0
удар	-1.4
ударний	-1.0433333333333332
ударостійкий	1.4666666666666668
ударів	-2.0
удача	1.2
удачливий	1.5
удова	-1.6
удовольняти	1.2
удома	1.0
удосконалення	1.4
удосконалити	1.2
удосконалювати	1.4
удосталь	1.6
удостоювати	1.3333333333333333
удостоюватися	1.5
удружити	1.0
ужахнутися	-1.2
ужгород	1.0
узбережжя	1.0
узвар	1.2
узгодження	1.2
узгодженість	1.4
узимку	1.0
узурпатор	-2.0
узурпація	-1.8
узурпувати	-1.6
укачати	-1.0
уквітчати	1.4
уколисати	1.0
уколоти	-1.4
укохати	1.2
украсти	-1.6266666666666667
україна	1.75
українець	1.38
українофобство	-1.6666666666666667
українофіл	1.0
український	1.38
українськомовний	1.5
українці	1.13
укривдити	-1.4
укріпити	1.4
укріплення	1.4
укріплювати	1.4
укріпляти	1.2
укус	-1.2
укусити	-1.4
уладнати	1.2
уласкавити	1.0
улесливий	-1.5
ультиматум	-1.4
ультиматуми	-2.0
ультрасучасний	1.5
ультратверда лінія	-2.0
улюбити	1.2
улюблена	2.0
улюблене	2.0
улюбленець	1.0
улюблений	1.375
улітку	1.2
умань	1.13
умертвити	-1.9333333333333333
умивати	1.0
умиватися	1.0
умисний	-1.4166666666666667
уміння	1.38
уникати	-1.315
унук	1.2
універсальний	1.5
універсальність	1.5
унікальний	1.815
унікальність	1.4666666666666668
унія	1.0
упевнений	1.2
упевненість	1.8
упереджений	-2.0
упередження	-1.2
упередженості	-2.0
упередженість	-1.5
упереджувальний	-2.0
упереджувати	-2.0
упертий	-1.2
уперше	1.0
упиватися	-1.0
упир	-1.5999999999999999
уповільнено	-2.0
упоратися	1.0
упорядкованість	1.8
упорядкувати	1.4
упоїти	-1.0
упроваджувати	1.2
упускати	-1.4000000000000001
упущення	-2.0
упійманий	-1.5333333333333332
упікатися	-1.0
ура	1.1
ураган	-1.6
уражений	-1.7
ураження	-1.4
уразити	-1.0
уразливий	-1.4000000000000001
урахування	1.0
урегулювання	1.1333333333333333
уривати	-1.0
уродити	1.0
урожай	1.2
урожайний	1.5999999999999999
урочистий	1.625
урочистість	1.2666666666666666
урятувати	1.4
урізноманітнити	1.0
урізноманітнюватися	1.0
усвідомити	1.2
усвідомлений	1.6
усвідомлено	2.0
усвідомлювати	1.46
усебічність	1.2
усезнайко	1.0
усилити	1.2
ускладнення	-1.19
ускладнити	-1.2
ускладнювати	-1.3333333333333333
ускладнюватися	-1.5
уславлений	1.4000000000000001
усміх	1.5
усміхатися	1.5
усміхнений	1.2
усміхнено	2.0
усмішка	1.5833333333333333
успіх	1.8766666666666667
успіхів	2.0
успішний	1.94
успішно	1.815
успішність	1.6
уста	1.0
устеляти	1.0
устремління	1.0
усувати	-1.0666666666666667
утворити	1.2
утворюватися	1.0
утеплення	1.2
утиск	-1.5999999999999999
утопитися	-2.0
утоплення	-2.0
утопічний	-1.2666666666666666
утопія	-1.4
уточнення	1.375
уточнити	1.2
утрата	-1.63
утруднення	-1.1333333333333333
утрудненість	-1.6
утруднювати	-1.0
утіха	1.6
ухвалений	1.0
ухвалення	1.2
ухвалити	1.13
ухилення	-1.0
ухильний	-2.0
ухилятися	-1.1
учадіти	-1.6
участь	1.13
учений	1.25
учениця	1.2
училище	1.0
училка	-1.5
учитель	1.4
учителька	1.4
учити	1.25
учорнити	-1.2
ушанування	1.6
ушкодження	-1.8
ущасливити	1.4
ущемити	-1.2
ущербний	-2.0
уява	1.75
уявлення	1.25
уявляти	1.375
уявний	-2.0
уїдливий	-1.1
фавор	1.5
фаворит	1.13
файний	1.2
файно	1.4
факт	1.38
фальсифікатор виборів	-2.0
фальсифікація ставок	-2.0
фальсифікований	-2.0
фальсифікувати	-1.0
фальшивити	-1.4
фальшувати	-2.0
фамільярний	-1.5
фамільярність	-2.0
фанатизм	-1.2
фанатики	-2.0
фанатичний	-2.0
фанатично	-2.0
фанатка	1.2
фанкі	-2.0
фантазія	1.13
фантастичний	1.46
фантастично	2.0
фантом	1.0
фанфари	2.0
фарисейство	-2.0
фарс	-0.9
фарсовий	-2.0
фарсово	-2.0
фартовий	1.0
фаріон	1.0
фасоля	1.2
фаст-фуд	-1.8
фата	1.0
фатальний	-1.2
фатальною	2.0
фаталістичний	-2.0
фаталістично	-2.0
фауна	1.2
фаховий	1.2666666666666666
фахівець	1.13
фашизм	-2.0
фашист	-1.6666666666666667
фашистська	-2.0
фашистський	-1.9333333333333333
федерація	1.0
фейк	-1.63
фейсбук	1.13
фекалії	-1.6
фельдшер	1.0
феномен	1.3766666666666667
феноменальний	1.3333333333333333
феноменально	2.0
фермер	1.13
фермерський	1.6
фест	1.5
фешенебельний	1.5
феєрверк	1.2
феєричний	1.4000000000000001
феєрично	1.4
флешмоб	1.0
флора	1.2
флоренція	1.4
флористика	1.0
флот	1.13
флюїд	1.2
фляга	1.0
фобічний	-2.0
фокус	-0.9
фольклор	1.0
формалізація	1.0
форс-мажор	-1.4
форс-мажорний	-1.0
фортуна	1.7
фото	1.25
фотогенічний	1.5
франко	1.2
французи	1.13
франція	1.0
фригідний	-2.0
фруктовий	1.0
фу	-1.5
фульмінат	-2.0
фундамент	1.25
фундаментальний	1.0
фундаменталізм	-2.0
фурор	-2.0
фуршет	1.2
футуристичний	2.0
фюзеляж	1.0
фіга	-2.0
фігня	-2.0
фіговий	-1.5
фізіономія	-1.5333333333333332
фіктивний	-1.125
філармонія	1.2
філолог	1.4
фільм	1.38
філігранний	1.5
фінт	-2.0
фінік	1.0
фініш	1.0
фінішувати	1.0
фірма	1.0
фітнес	1.25
фітопрепарат	1.0
фієста	1.0
хабар	-1.5833333333333333
хабарник	-2.0
хазяйновитий	1.4
хакер	-1.6
хакерський	-1.5
хакі	-2.0
халтура	-2.0
халупа	-2.0
халява	1.5
хам	-1.8
хамство	-2.0
хамський	-1.5
хамуватий	-2.0
хандра	-1.2
хаос	-1.4
хапатися	-1.2666666666666666
хардбол	-2.0
хардлайнер	-2.0
харизма	1.5
харизматичний	1.0
харчування	1.0
хастлер	-2.0
хатня робота	-2.0
хвалебний	1.0
хвалений	-1.5
хвалити	1.0
хвалитися	-0.9166666666666666
хвалька	-2.0
хвалько	-2.0
хвастливий	-2.0
хвилювання	-1.3
хвилюватися	-1.25
хвилююче	2.0
хвойда	-2.0
хворий	-1.815
хвороба	-1.375
хворобливий	-1.0
хворобливо	-2.0
хворобливість	-1.0
хвороботворний	-2.0
хворіти	-1.6666666666666667
хейт	-1.0
хейтер	-1.4
хекав	-2.0
хер	-2.0
херсонський	1.25
херсонщина	1.0
херувим	2.0
хибний	-1.2
хибно	-2.0
хибність	-2.0
хижак	-1.3333333333333333
хижацький	-2.0
хижий	-1.0
хизуватися	-1.4
хирлявий	-1.5
хисткий	-1.5
хитався	-2.0
хитання	-2.0
хитатися	-1.0
хитається	-2.0
хиткий	-2.0
хитромудрий	-1.4
хитрість	-1.2
хлоп	-2.0
хлопський	-2.0
хлюпати	2.0
хлібзавод	1.0
хлібосольний	2.0
хмара	-1.125
хмарно	-1.1
хмиз	-1.2666666666666666
хмурий	-1.0
хмурний	-1.0
хо-гул	-2.0
хобі	1.0
ховати	-1.8666666666666665
ховатися	-1.44
ховаючись	-2.0
холера	-1.8
холерик	-2.0
холестерин	-1.25
холод	-1.3333333333333333
холодильник	1.13
холодний	-1.5
холодно	-1.4
холоп	-1.0
хореографиня	1.0
хоробрий	1.0
хоробрість	2.0
хороший	1.315
хохол	-2.0
хранитель	1.0
хребет	1.2
хрещатик	1.0
хрещений	1.0
хрещення	1.2666666666666666
хрипота	-1.5
христовий	1.0
христос	1.6
хронічний	-1.6
хропти	-2.0
хропіння	-1.6
хрустіти	-1.5
хтивий	-1.5
хтивість	-1.6
худига	-2.0
