Word//word combination	Sentiment scores
крихітний	-0.9
вкрасти	-2.0
перешкоджати	-1.0
недоробка	-2.0
можливість	1.63
вечірка	1.6
оживляти	1.6
парія	-2.0
перестрілка	-2.0
впевненість	1.75
уміння	1.38
без подій	-2.0
невротичний	-2.0
онкологічний	-2.0
плюшеві	2.0
несхвально	-2.0
худнути	1.0
ликувати	2.0
урочистий	1.25
антибіотик	-1.4
дайвінг	1.0
вражав	2.0
анаконда	-1.2
пані	1.0
стримуючий	-2.0
прищ	-1.9
вторгатися	-2.0
чадний	-1.7
розшукати	1.2
фільм	1.38
поглиблений	2.0
розумний	1.63
ревматизм	-1.8
корупційний	-1.9
медзаклад	1.4
задовільно	2.0
комп'ютер	1.13
поступливий	-2.0
прикрашати	2.0
зглянутися	1.0
хитрість	-1.4
блювати	-2.0
піке	-2.0
замерзлий	-1.6
докорити	-2.0
мито	-1.315
недолугий	-1.4
панянка	1.4
сіпатися	-1.2
розруха	-2.0
карати	-1.63
небажання	-1.2
скринька	1.0
монументально	2.0
прихильність	1.2
укус	-1.2
шкідливий	-1.38
гекл	-2.0
найвпливовіший	1.4
брудно	-1.7
диявольський	-1.8
безхатько	-1.8
обрамлення	1.19
геолог	1.0
комфортабельний	1.6
судноплавний	2.0
підносити	1.1
хуйня	-2.0
несумісні	-2.0
зацікавлений у власних інтересах	-2.0
крижаний	-1.0
примітивний	-1.6
втричі	-2.0
аморальний	-1.4
клофелін	-2.0
ароматний	1.6
піддослідний	-2.0
романтик	1.2
життєдіяльність	1.2
обгарювати	-2.0
авантюрний	2.0
сволоч	-2.0
делікатно	1.0
хлопський	-2.0
зігнута	-2.0
підпункт	-2.0
необхідний	1.38
несплата	-1.7
жемчуг	1.4
погрішність	-1.2
радо	1.6
траур	-2.0
запроторювати	-2.0
підривник	-2.0
застарівати	-2.0
лущення	-2.0
розв’язати	-2.0
зафіксовувати	1.0
малорос	-2.0
реформування	1.9
гармонійно	1.6
кастрований	-1.6
трахнути	-2.0
гавані	-2.0
по-справжньому	1.2
маніпулювання	-1.8
хмиз	-0.9
ласкавий	1.7
надто спрощення	-2.0
збудник	-1.5
антирекорд	-1.8
малятко	1.4
сумно	-1.4
чорнити	-2.0
гумор	1.6
науково-технічний	1.0
пшениця	1.2
скасовано	-2.0
доброзичливець	1.8
тяжба	-2.0
збережений	1.4
простий	1.375
значущий	1.4
наркотик	-2.0
штрафувати	-1.94
теплота	1.6
гнівний	-2.0
нерозрізнений	-2.0
нескладно	1.3
союзницький	2.0
ресурс	1.25
ласкаво просимо	2.0
ниючий	-2.0
доглянутий	1.6
виїдати	-2.0
дитина	1.13
тюремний	-1.8
сміхотворний	-2.0
смайл	1.0
обізнаність	1.2
вищий	2.0
ефективний	1.38
додавати	1.0
кусковий	-2.0
змітати	-2.0
стрілець	-1.0
маячити	-2.0
вуйко	-2.0
ледар	-2.0
уповільнено	-2.0
нагодувати	1.2
застрягати	-2.0
позбавляти	-1.8
аборт	-1.9
перевищувати	1.065
безмежність	1.4
чудотворність	2.0
трепетний	2.0
тверезомислячий	2.0
наївний	-1.4
кур'єр	1.0
скидатися	-2.0
марення	-1.6
відхилятися	-2.0
упередження	-1.2
втягувати	-1.4
бонуси	2.0
біографія	1.2
геній	2.0
вакцинуватися	1.2
тернопільщина	1.0
дезінсекція	1.0
зажертися	-2.0
розвага	1.625
інфільтратори	-2.0
японець	1.0
невігластво	-2.0
лихвар	-2.0
омріяний	1.8
ковід	-2.0
холоп	-1.0
проміжок часу	-2.0
кваліфіковано	2.0
теревені	-1.0
монстр	-1.7
проти	-1.13
сакраментальний	-2.0
спади	-2.0
європейський	1.0
жалісно	-2.0
освіченість	1.4
надбання	1.63
нечистота	-2.0
мат	-1.63
прозріння	1.4
обдурити	-2.0
субсидувати	2.0
наука	1.38
лнр	-1.25
авраам лінкольн	1.13
втішати	2.0
сестра	1.38
лайфхак	1.0
всесвітньо відомий	2.0
коронавірус	-1.88
ляпас	-1.815
вихователька	1.4
гнітюча	-2.0
закусити	-2.0
сюрприз	1.0
гримати	-2.0
висип	-2.0
єбать	-2.0
вміло	1.4
переоцінити	-1.3
борг	-1.5
марля	1.0
відрізати	-1.2
сокира	-1.5
давньоруський	2.0
роздерти	-1.6
запропонувати	1.13
лоскотати	0.9
пригнічено	-2.0
відторгнення	-2.0
високохудожній	2.0
бійка	-1.8
інвестувати	1.2
ретельно	1.625
наповнений	1.2
актив	1.13
гасла	-2.0
сирітство	-2.0
затемнює	-2.0
керівництво	1.065
слабкі сторони	-2.0
незалежний	1.5
коїти	-2.0
живоїд	-1.6
артилерист	-2.0
згущенка	1.2
орден	1.0
загибати	-1.8
затвердження	1.3
порвати	-2.0
втілитися	2.0
знайдений	1.0
дозволити собі	2.0
примусовий	-1.4
запаморочення	-1.4
ціп	-2.0
програючи	-2.0
трата	-1.6
спогад	1.13
херсонщина	1.0
деморалізувати	-2.0
навряд чи	-2.0
самовпевнено	-2.0
забавка	1.2
карантинний	-1.75
онімілий	2.0
кашляти	-1.75
понівечений	-1.8
приречений	-1.6
допитувати	-2.0
надихати	1.75
дегенерація	-2.0
неправда	-1.7
перевершений	2.0
перепалка	-1.4
давка	-1.0
повільніше	-2.0
більш галасливий	-2.0
широкий	1.315
сварити	-2.0
кам’янець-подільський	1.38
фата	1.0
тріумфально	2.0
вихованою	2.0
підривний	-2.0
звіріти	-2.0
обняти	1.4
несумісний	-1.5
спортмайданчик	1.2
претендент	1.13
шут	-2.0
розтратити	-2.0
заарештований	-1.2
почувати	1.125
антиамериканський	-2.0
ненависно	-2.0
нужденний	-1.2
стратегія	1.625
здохнути	-2.0
полегшено	2.0
неприємний	-1.13
експерт	1.13
йогурт	1.4
виживший	2.0
маніакальний	-1.88
кровопролитний	-2.0
верхівки	2.0
роздратованість	-1.6
неопалюваний	-2.0
догматичний	-2.0
мучеництво	-2.0
маршрут	1.0
інфаркт	-1.9
недорікуватий	-2.0
перевагу	2.0
донечка	1.6
знищені	-2.0
страшний	-1.63
наганяти	-2.0
переборщити	-2.0
найближче	1.2
уточнити	1.2
енергія	1.38
кулінар	1.2
умисний	-1.625
нестабільно	-2.0
найшвидший	2.0
синдрому	-2.0
мотиваційний	1.6
обурливо	-2.0
дарунок	1.4
менінгіт	-2.0
фініш	1.0
обручка	1.4
глибокодумний	2.0
керч	1.0
зіпсований	-1.8
ніжний	1.5
кримінальник	-1.8
реформа	1.5
карнавал	1.2
бездарний	-2.0
дискомфортний	-2.0
подати	1.4
тішитися	2.0
безболісно	2.0
вібрувати	-1.1
дебош	-1.4
алкоголь	-1.25
найсумніший	-1.6
немезида	-2.0
запобігати	1.25
нероба	-1.8
горобець	1.4
сертифікація	1.0
танцівниця	1.4
вшановувати	1.6
слаборозвинений	-2.0
клінінг	1.0
люксембурзький	1.0
засновниця	1.2
щастя	1.88
ефект	1.25
вуу	2.0
втрати	-2.0
видатний	1.5
підбадьорити	1.8
благородний	2.0
культура	1.38
виснажуючий	-2.0
інфекції	-2.0
суавий	2.0
неволя	-2.0
панічно	-2.0
студент	1.38
рівноправність	2.0
черкаський	1.0
діабетик	-1.0
самота	-1.4
кутя	1.2
соціальний	1.25
наштовхуватися	-2.0
спільність	2.0
затяжний	-1.5
із запізненням	-2.0
випадковість	-2.0
перебільшуватися	-2.0
безсмертний	1.6
імпозантний	-2.0
в’янення	-2.0
великий палець вниз	-2.0
нахабник	-2.0
невиплачений	-2.0
аварійність	-1.0
невроз	-1.6
землевласник	1.2
артикулювати	1.1
правдивий	1.8
побоюючись	-2.0
тужливий	-2.0
аргументований	1.6
псування	-1.6
передчуття	1.4
ковзанка	1.5
облаштовувати	1.2
паща	-2.0
упевненість	1.8
відчайдушно	-2.0
сліпучий	2.0
чудак	-1.2
скалічити	-2.0
готівкою	-2.0
одруження	1.2
обміркувати	1.2
обвинувачення	-1.4
недосконалість	-1.7
незв’язний	-2.0
пусто	-1.4
свинота	-1.6
пухнатий	1.4
пошлість	-2.0
кат	-2.0
горезвісний	-1.5
жахливість	-1.6
жування	2.0
поліпшуватися	2.0
лякає	-2.0
удовольняти	1.2
непотріб	-1.4
гнів	-1.63
очищувати	1.4
колаборація	1.2
аморальність	-2.0
глюк	-2.0
невдалий	-1.5
фундаменталізм	-2.0
заклопотаність	-2.0
вбивати	-2.0
невротично	-2.0
вистуки	-2.0
елімінація	-2.0
зниклий	-1.4
таланти	2.0
простушка	-1.0
несамовитий	-1.2
хрещатик	1.0
лектор	1.0
максимальний	1.13
життєво	1.0
самоізолюватися	-1.0
майбутній	1.375
крик	-1.13
ритмічність	1.2
спір	-1.8
обдумування	1.2
наріжний камінь	2.0
компетентність	1.6
дозволяти	1.38
безумний	-2.0
недостойний	-2.0
приберігати	1.4
пожертвувати	0.9
програш	-1.6
жадібно	2.0
сифіліс	-2.0
елементарно	1.0
вшанований	2.0
випробувальний	-2.0
відмінник	2.0
легалізувати	1.4
порадити	1.5
зневажається	-2.0
зашкварний	-1.4
самозванці	-2.0
поминки	-1.4
перебудова	2.0
прогресивний	1.0
вивих	-2.0
радіючи	2.0
убивати	-1.8
збочувати	-2.0
знедолювати	-2.0
завестися	-2.0
викручуватися	-2.0
укачати	-1.0
українці	1.13
спокусливий	1.1
вартісний	1.2
балет	1.0
гарненька	2.0
антибактеріальний	1.2
ненормативна лексика	-2.0
всохлий	-1.0
множинний	-2.0
вм'ятина	-2.0
нескромність	-2.0
накопичити	1.4
пом’якшений	-2.0
ідеальний	1.75
художниця	1.4
залп	-1.2
найважливіший	2.0
стурбованість	-2.0
обожнюючи	2.0
ренесанс	1.4
приховати	-1.2
високоповажний	2.0
стабілізуватися	1.0
розлучитися	-1.8
травматично	-1.6
натерпітися	-2.0
розбіжний	-2.0
нісенітниця	-1.2
вступний	1.0
бруд	-1.0
невимовний	2.0
підглядати	-1.0
доноси	-2.0
зухвальство	-2.0
молодь	1.63
виконання	1.5
блискучий	1.13
порочність	-2.0
проаналізований	1.4
пандартування	-2.0
узгодження	1.2
суперкомп'ютер	1.0
слушний	2.0
здогадуватися	1.0
свербіж	-2.0
втілювати	1.565
згрібали	-2.0
натворити	-1.2
непереможений	2.0
обгортання	-2.0
оригінально	1.0
динаміт	-1.2
розплатитися	1.0
вдосконалювати	1.4
сконструювати	1.5
дешевше	2.0
театр	1.5
інтелігентний	1.8
скуштувати	1.2
писклявий	-2.0
мудрий	1.815
благополучно	2.0
критичний	-1.25
розгаданий	-2.0
розробити	1.63
уява	1.75
плач	-1.875
послабляти	-1.4
рак	-1.625
прибиральник	2.0
могти	1.13
порядок	1.75
овація	1.2
кмітливо	2.0
заспокійливо	2.0
зміцнити	2.0
барвисті	2.0
дифамація	-1.2
озброєння	-1.7
смертельний	-2.0
завязаний	-2.0
патріот	1.9
блядь	-2.0
охоронник	1.2
удружити	1.0
статичний	-2.0
здвиження	1.4
невдача	-1.4
безболісна	2.0
ближній	1.6
дегустатор	1.0
гуртуватися	1.6
титливо	2.0
незадоволено	-1.0
впроваджувати	1.0
дволикий	-2.0
концтабір	-2.0
максимально	1.38
муралізм	1.25
просторий	1.4
бився	-2.0
шибеник	-2.0
нахуй	-2.0
штовхнути	-1.4
прекрасний	1.88
стагнація	-1.2
перекручування	-1.0
незабутньо	1.0
революційний	1.9
смітники	-2.0
славетний	1.2
зсув	-2.0
гучно	-1.3
несвідомий	-1.5
прихищати	1.6
нетрі	-2.0
закинутий	-1.4
гуляти	1.875
рівно	1.0
непрофесійність	-1.4
паління	-1.8
короткозорий	-2.0
гарчати	-2.0
заручник	-1.75
обдурювати	-2.0
квір	-2.0
святкували	2.0
ураження	-1.4
всеросійський	2.0
бактерія	-1.25
нещасний	-1.63
проблиск	2.0
чистенький	2.0
самопізнання	1.6
найтепліший	1.7
учадіти	-1.6
що розділяє	-2.0
дивовижні	2.0
кисневий	1.0
шанувальниця	1.0
спалювання	-1.6
гостинність	2.0
гонити	-1.0
нікчемність	-2.0
віщий	2.0
грамотність	1.6
незрозуміло	-1.0
безвідповідальність	-1.7
заготівля	1.2
рухнути	-2.0
граф	1.0
невиплата	-2.0
організатор	1.0
цегельня	1.4
неіснуючі	-2.0
розмова	1.5
презентувати	1.4
кривляння	-1.6
греки	1.2
літературознавець	1.0
розсварити	-1.6
альтернатива	1.25
викорчувати	-2.0
дорога	1.13
переплачували	-2.0
пекуче	-2.0
шибениця	-2.0
по-українськи	1.0
зшивати	1.2
непереконливий	-1.4
цілісність	1.38
дипломатія	2.0
порнографія	-2.0
підрив	-2.0
епілептичний	-2.0
добитий	-1.6
усвідомлено	2.0
вчинений	-2.0
безальтернативний	-2.0
минутися	2.0
оптимістично	1.6
травити	-1.8
заборонено	-2.0
сусідство	1.4
високий	1.6
здобутки	2.0
органічно	1.0
досадна	-2.0
перекласти	-2.0
бюрократія	-1.1
асперсія	-2.0
кривизна	-1.2
патрулювати	1.4
удача	1.4
преварикат	-2.0
забезпечувати	1.5
поліпшувати	1.9
переполохи	-2.0
нав’язливо	-2.0
найпопулярніший	1.13
саван	-2.0
неважливий	-1.1
новий	1.5
несистемний	-2.0
розгул	-2.0
реготати	1.3
капітулювати	-1.6
діллі-далі	-2.0
домовленість	1.13
грізний	2.0
військовослужбовець	1.25
жало	-1.6
незбалансований	-2.0
вічний	1.25
необачний	-2.0
пил	-1.4
будиночок	1.0
досягти	1.625
родюча	2.0
зашкалювати	-2.0
невзаємний	-1.6
мітинг	-1.38
заступитися	1.4
безкомпромісно	-2.0
квітень	1.0
ненавчений	-2.0
ідіоти	-2.0
благословенний	2.0
досконально	1.2
несвобода	-1.6
борговий	-2.0
незаконність	-1.6
профан	-1.8
несумірний	-2.0
старанно	2.0
взаперті	-1.4
козел відпущення	-2.0
обережність	1.5
пробурчати	-1.0
хмурий	-1.0
невдоволений	-2.0
нецензурний	-1.9
психіатричний	-2.0
навчити	1.0
крас	-2.0
уявлення	1.25
недоведеним	-2.0
чхнути	-1.2
тромб	-1.8
щіпка	-2.0
інновація	1.6
гризти	-2.0
співдружність	2.0
гримаса	-2.0
родина	1.75
пропаганда	-1.94
скремблювання	-2.0
сором’язливість	-2.0
авіапромисловість	1.2
спустошувати	-1.8
образливість	-2.0
осад	-1.6
вбито	-2.0
переможений	2.0
важкувато	-2.0
пікет	-2.0
розпростертий	2.0
напруженість	-1.5
приємно	1.38
нічого собі	2.0
знесилювати	-2.0
об'їхати	1.2
хардбол	-2.0
епілепсія	-1.6
буржуазія	-2.0
урятувати	1.4
відкушувати	-2.0
самозадоволення	2.0
високопрофесійний	2.0
патріотизм	1.5
діагностика	1.0
здоровий	1.63
зіграти	1.2
харизматичний	1.0
повноліття	1.2
деспотка	-1.6
залучення	1.44
путівник	1.0
модерн	1.0
висновок	1.0
срака	-2.0
малопродуктивний	-2.0
консервативний	-0.9
рубання	-2.0
смішок	-2.0
розшифрувати	1.2
плоский	-2.0
отець	1.2
підозра	-1.69
фахівець	1.13
заспівати	1.0
конфліктні	-2.0
компроміс	1.69
метушня	-1.6
молодята	1.0
справний	2.0
флот	1.13
збір	1.13
живитися	1.2
падіння щелепи	2.0
визнати недійсним	-2.0
гайдамацтво	-2.0
сумлінно	1.2
талановитий	1.875
переривання	-1.4
підтримувати	1.63
незатребуваний	-2.0
вимушено	-1.0
геніальний	1.75
посмішка	1.6
вірулентність	-2.0
оригінальний	1.75
антигромадський	-0.9
кацап	-2.0
громадянство	1.4
кипіть	-2.0
частувати	1.4
пристрілювати	-2.0
укріплення	1.4
старість	-1.0
помилувати	1.3
ворожий	-1.6
прояснити	1.0
високооплачуваний	2.0
гармонізувати	2.0
виродок	-1.8
передозування	-2.0
гетто	-2.0
позамежний	-2.0
очистка	1.2
провалюватися	-1.8
малуватий	-2.0
розширити можливості	2.0
позбуватися	-1.6
безперебійний	1.4
акламація	2.0
чаес	-1.4
випрямляючий	2.0
нагримати	-2.0
єрусалим	1.13
голодомор	-2.0
доглядати	1.4
спростити	1.5
бараболя	1.4
недопустимий	-2.0
стурбований	-1.2
перфекціонізм	1.0
розмірковування	1.0
золотистий	1.2
дослідження	1.625
самозакоханий	-1.6
тарган	-1.63
продовольство	1.2
доторкнутися	1.0
нажити	1.0
зламаний	-2.0
зніматися	1.0
наліт	-1.0
одужувати	1.815
приємний	1.875
розбій	-1.6
послаблювати	-1.4
співочий	1.0
атеросклероз	-1.6
найдієвіший	1.6
фейсбук	1.13
напасти	-2.0
кінчений	-2.0
війна	-1.875
роззява	-2.0
жіночний	2.0
старатися	1.4
нечемність	-1.2
апокаліпсис	-1.8
перекладач	1.8
поєдинок	1.4
випробувально	-2.0
бедламіт	-2.0
конфліктувати	-1.9
індивідуальний	1.75
диявольсько	-2.0
розміщувальний	2.0
непохитно	2.0
персоналізований	2.0
знос	-2.0
населення	1.25
ацетон	-1.4
ненавмисно	-2.0
копалина	1.4
джерельний	1.2
ідентичність	1.2
збудження	0.9
не погоджуюсь	-2.0
бандюга	-2.0
поцілунок	2.0
убитий	-2.0
жура	-2.0
апетит	1.6
знущатися	-1.875
замало	-1.2
пес	1.0
зазубрений	-2.0
висушений	-0.9
черкащина	1.25
виграш	2.0
леді	1.25
замордувати	-1.6
атлетичний	1.3
сукня	1.13
проституція	-1.4
кішка	1.38
далекоглядність	1.2
пустощі	-1.7
цікавенько	1.2
шикарний	1.815
кіберзахист	1.6
скромність	2.0
байдужість	-2.0
болісно	-1.2
друзі	1.6
помилкове керівництво	-2.0
волевиявлення	1.4
підтримується	2.0
патологічний	-2.0
накопичування	1.6
демонізувати	-2.0
сексапільний	2.0
кольоровий	1.0
коляда	1.8
долучатися	1.0
схвалення	1.2
вдаритися	-2.0
наїхати	-1.6
фото	1.25
подолати	1.315
пристрасний	1.8
підтримати	1.0
супутні	-2.0
пізди	-2.0
грандіозний	1.4
проклинати	-2.0
нерозривний	-2.0
таж	-2.0
нечутливий	-1.0
японці	1.0
органіка	1.2
прибавка	1.4
ефемерний	-2.0
хвалько	-2.0
кирпатий	-2.0
лихо	-1.8
порушувати	-1.5
випередити	2.0
обізвати	-1.4
прихильник	1.75
перепочинок	2.0
невимовно	-0.9
трюки	-2.0
усміхатися	1.75
сортирний	-2.0
заселення	1.6
несексуальний	-2.0
мінеральний	1.3
найсучасніший	1.0
ніжитися	1.2
великдень	1.2
жахатися	-2.0
негативи	-2.0
капітал	1.0
рибак	1.0
з каяттям	-2.0
тьфу	-2.0
слабуватий	-2.0
зірка	1.565
результат	1.13
роковини	-1.2
національний	1.38
прескорботний	-2.0
кладовище	-1.6
неправильно вимовлене	-2.0
онук	1.13
опір	-1.2
мова	1.75
боліло	-2.0
безвольний	-2.0
товктися	-2.0
людинолюбний	2.0
атошник	1.6
окупований	-2.0
алкоголізм	-2.0
фартовий	1.0
випивка	-1.8
блюзнірський	-2.0
поліетилен	-1.6
хвалений	-2.0
мучительний	-2.0
скелястий	-2.0
безладно	-1.4
тужити	-1.8
тупити	-2.0
інновації	2.0
пригніченість	-1.6
карається	-2.0
грабіжницький	-2.0
невірний	-1.8
овації	2.0
присвятити	1.0
симптоми	-2.0
найбагатший	1.0
передмістя	1.3
залякування	-1.6
сучасний	1.815
херсонський	1.25
вивергання	-2.0
коханий	2.0
доручати	1.0
іронії	-2.0
пияцтво	-2.0
бризки	-2.0
рабиня	-1.6
непросвітлений	-2.0
неспроможність	-2.0
вдавати	-2.0
великий палець догори	2.0
переважна	-2.0
виснажливий	-1.4
скнара	-2.0
пошана	2.0
регресивний	-2.0
уславлений	1.6
розформовувати	-1.0
зрілий	1.0
цивілізація	1.0
ксенофобський	-2.0
надійти	1.0
медитація	1.13
ретард	-2.0
прогулятися	1.4
чарівно	2.0
копати	-0.9
кривдити	-2.0
перевищує	2.0
ненька	1.6
злощастий	-2.0
добрий	1.875
половинчасто	-2.0
райський	1.4
серпанок	-2.0
розкрадати	-2.0
провалений	-2.0
видалений	-2.0
контрабанда	-1.9
екстравагантно	-2.0
кріпак	-1.8
відмовний	-2.0
неперевірений	-1.0
видатність	2.0
українськомовний	1.5
лауреат	1.6
чесний	1.94
конкурс	1.44
воїн	1.2
бур'ян	-1.4
убогий	-1.4
нещиро	-2.0
шпигунський	-1.4
невизначено	-2.0
аудіокнига	1.2
дім	1.13
епічний	1.1
втілити	1.565
кровоточить	-2.0
прорив	1.625
ясність	1.4
зривати	-1.6
коростень	1.0
добиватися	1.38
збагатитися	1.0
доброзичливий	1.4
брошка	1.0
без проблем	2.0
неспокійно	-1.0
смачний	1.815
пригостити	1.8
зорієнтуватися	1.0
прокльон	-1.8
розлюбити	-1.6
індичка	1.2
одурманений	-2.0
парадоксальний	-1.5
знущання	-1.5
трудівник	2.0
майстри	2.0
дніпро	1.4
банальність	-2.0
підступний	-1.4
самокритичний	2.0
виправити	1.38
насильство	-2.0
піднятися	1.4
позбавлятися	-1.4
багатофункціональний	2.0
негідність	-2.0
наспівуючи	-2.0
помилка	-1.63
покірний	-2.0
недоумок	-2.0
оновлений	1.0
гільза	-2.0
дискримінувати	-2.0
чуйний	2.0
лейкоз	-1.8
освіжити	1.7
шанс	1.5
універсальний	1.5
приємнощі	1.0
роз'яснення	1.0
нестерпний	-1.4
подорожчати	-1.6
файно	1.4
полегшити	1.4
образливо	-1.4
міцніти	1.4
яблуко	1.25
стимул	1.8
глузували	-2.0
депресія	-1.88
чудес	2.0
оформляти	1.0
протегувати	-2.0
недоумкуватість	-2.0
утруднення	-1.2
апдейт	1.2
найрізноманітніший	1.13
навчитися	1.13
битва	-1.7
шифрований	-2.0
пейзаж	1.6
чвари	-2.0
задоволення	1.75
непохитний	1.4
драже	1.2
охолодження	-1.2
фаворит	1.13
очищати	1.4
неадекват	-1.4
куленепробивний	1.2
забутий	-1.0
горіти	-1.75
вражений	-1.0
повернення	1.5
кафе	1.38
запевнити	1.3
снайпер	-2.0
чіпати	-2.0
ореол	-2.0
зраджує	-2.0
самогубство	-2.0
гарезувати	2.0
готувати	1.75
пошкоджувати	-2.0
допомога	1.875
слабшають	-2.0
освоїти	1.4
найпростіший	1.0
готівка	1.2
кондитерський	1.4
товариський	2.0
блюдо	1.6
переплачувати	-2.0
пляма	-1.9
капає	-2.0
розборки	-2.0
поліпшення	1.815
укривдити	-1.4
днр	-1.0
краще	1.815
геніальність	2.0
приватизувати	-2.0
знаменитий	1.0
херувим	2.0
бізнес	1.38
безбожність	-2.0
послаблюватися	-1.4
сардонічний	-2.0
дурник	-2.0
пощаститися	2.0
дружина	1.5
примірний	2.0
добудувати	1.0
спалити	-1.7
цвітіння	1.4
пропагандист	-2.0
задишка	2.0
кулінарія	1.2
спровокувати	-2.0
обрушуватися	-2.0
помогти	2.0
відроджуватися	2.0
удосконалити	1.2
незрілий	-2.0
довіряти	1.75
песимістично	-2.0
стабільний	1.5
терпимість	1.6
забезпечення	1.75
утворюватися	1.0
непосидючість	-1.0
в ідеалі	2.0
облаштувати	1.13
добриво	1.4
недорозвинений	-2.0
найпроблемніший	-1.2
найзагадковіший	1.2
відкритий	1.625
недисциплінований	-2.0
легкий	1.2
натякнути	1.0
згоряти	-1.4
промовляти	1.2
брат	1.5
різати	-1.6
сором	-1.8
образний	2.0
затоплення	-1.7
гордовитий	-2.0
інтегральний	1.2
належним чином	2.0
мальта	1.0
недоладний	-2.0
людяність	1.8
злочинниця	-2.0
експансія	-1.4
опозиція	-1.125
гаразд	1.8
незапорошений	2.0
хакі	-2.0
п'яниця	-2.0
медперсонал	1.2
пузатий	-2.0
наркоторговець	-2.0
подяка	1.6
переконатися	1.2
заминка	-1.2
моральність	2.0
злочинець	-2.0
змагальний	-2.0
вражаючість	2.0
обманщики	-2.0
заощадження	1.9
топитися	-2.0
універсальність	1.5
людство	1.25
колонія	-1.2
впоратися	1.63
голосніше	-2.0
запороти	-2.0
опозиції	-2.0
невиконання	-1.69
заїкався	-2.0
підозріло	-1.4
сироватка	1.0
манив	2.0
німецько-фашистський	-2.0
гаспид	-2.0
неофашист	-2.0
гребувати	-1.2
воліють	2.0
задихатися	-1.9
розголос	-2.0
домінер	-2.0
боровся	-2.0
естетика	1.38
недостатньо	-1.625
жулик	-2.0
неуспішний	-2.0
проповідувати	-0.9
запобіжний	1.2
одяг	1.13
горошок	1.2
зворотний прикус	-2.0
викорінити	-2.0
оптиміст	1.8
не вірити	-2.0
бенкетувати	1.2
освітній	1.625
святенництво	-2.0
м'якше	2.0
плавно	2.0
оберігати	1.8
лишайник	-1.8
вдалося	2.0
двосторонній	0.9
приєднуватися	1.5
помічник	1.5
зворушливо	2.0
скінхед	-2.0
важке становище	-2.0
самогубець	-2.0
світ	1.38
перебільшення	-1.6
доповнитися	1.0
дизайнерський	1.7
чорний	-1.13
природа	1.75
компромісний	1.0
розбивач серця	-2.0
обмеження	-1.63
маріонетка	-1.69
захоронити	-1.2
куртуазний	-2.0
бевзень	-2.0
гріх	-1.4
замкнутий	-1.8
постаріти	-2.0
вправа	1.0
падати	-1.375
дівчина	1.38
невідомість	-2.0
недружелюбний	-2.0
змова	-1.0
богиня	1.7
похорон	-2.0
завзятість	1.6
вдача	-2.0
шанувальники	2.0
олександрія	1.0
принижуючи	-2.0
сценічний	2.0
інформативний	1.2
побожний	2.0
любимчик	-1.13
лівосхилий	-2.0
фантазія	1.13
ненавидіти	-1.88
кастрація	-1.4
насторожує	-2.0
ціле	1.4
мажорний	-2.0
плюс	1.25
забруднення	-1.63
декадентський	-2.0
практичний	1.5
трансгресія	-2.0
щасливити	2.0
морщитися	-1.25
ховатися	-1.44
сміливий	1.6
небагато	-1.0
гордитися	1.6
злякатися	-2.0
вірусний	-1.9
спорт	1.38
депресивний	-1.8
гниття	-2.0
закритися	-1.0
квапитися	-1.0
утоплення	-2.0
наддержава	2.0
переоснащення	1.8
радянський	-1.0
магія	1.44
відкидаючи	-2.0
підкорений	-2.0
засмучуватися	-2.0
гідність	1.25
кошмарно	-2.0
процідити	-2.0
цивілізаційний	2.0
трудитися	-2.0
акула	-1.5
несподіванка	1.0
без зусиль	2.0
голослівний	-1.4
мішанина	-2.0
низькооплачуваний	-2.0
безкарно	-1.75
поживна	2.0
засмічений	-1.8
благополуччя	1.8
втомливо	-2.0
самокритичність	-2.0
повішений	-2.0
розгадати	-2.0
комунізм	-1.0
рана	-1.8
закупівля	1.25
нещастя	-1.6
атмосфера	1.0
душа	1.75
лютість	-2.0
пожежник	1.6
фальсифікатор виборів	-2.0
незатишний	-2.0
заморожування	-1.3
не має значення	-2.0
малярія	-1.75
чоловік	1.63
відпочивати	1.63
погано визначений	-2.0
переслідування	-1.5
безглуздо	-1.4
любити	1.875
адекватно	2.0
схлипувати	-2.0
щільний	-0.9
наживо	1.2
готування	1.2
серце	1.25
жалувати	-1.5
пристосованість	1.2
занижений	-1.6
лінивий	-2.0
активно	1.13
асперсії	-2.0
спалення	-1.6
вдумливість	2.0
невіра	-2.0
не погодився	-2.0
рости	1.38
здогадка	1.2
тремор	-1.6
музикант	1.5
осягати	1.4
миротворці	2.0
довірливо	2.0
стерво	-2.0
антикорупційний	1.75
марнувати	-1.75
найжахливіший	-1.6
зникнути	-1.7
подільник	-2.0
антиконституційний	-2.0
побиття	-1.9
життєздатний	1.9
принизливо	-2.0
м'ята	1.5
славитись	2.0
різне	-2.0
примітний	1.0
перестаратися	-1.7
недоцільність	-1.4
позаздрити	-2.0
розряджений	-1.2
модернізувати	2.0
приховувати	-1.5
блокувати	-1.2
насіннєвий	-2.0
фруктовий	1.0
гра	1.13
задній	-1.2
відрази	-2.0
антисеміт	-2.0
впіймати	1.2
ненормальний	-1.7
обуритися	-1.4
повзе	-2.0
вторгнутися	-2.0
морозити	-1.0
училище	1.0
поржати	-2.0
низька вартість	2.0
злоба	-1.6
вагатися	-1.0
невикористовуваний	-2.0
розплющувати	1.0
немилосердний	-2.0
